original_title,director,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
Loose Change: Final Cut,Dylan Avery,Documentary,12,5.1,2007,6310.01149578927,6310.01149578927
Ho Voglia Di Te,Luis Prieto,Romance|Comedy,38,4.2,2007,0.0,0.0
Rocket Science,Jeffrey Blitz,Comedy|Drama,16,6.3,2007,0.0,0.0
Bring It On: In It To Win It,Steve Rash,Comedy,70,5.6,2007,0.0,0.0
Twitches Too,Stuart Gillard,Drama|Family|Fantasy|TV Movie,29,4.9,2007,0.0,0.0
No End in Sight,Charles Ferguson,Documentary,12,6.7,2007,2103337.16526309,1505592.93127272
Beneath,Dagen Merrill,Horror|Mystery|Thriller,14,5.0,2007,0.0,0.0
Testosteron,Tomasz Konecki|Andrzej Saramonowicz,Comedy,10,6.0,2007,1156835.4408947,0.0
The Union: The Business Behind Getting High,Brett Harvey,Comedy|Documentary,14,6.8,2007,210333.71652630894,0.0
Ce soir je dors chez toi,Olivier Baroux,Comedy,12,5.3,2007,0.0,0.0
For the Bible Tells Me So,Daniel G. Karslake ,Documentary,10,6.1,2007,0.0,328910.400886598
Alien,Ridley Scott,Horror|Action|Thriller|Science Fiction,2724,7.6,1979,33050094.027517494,315273262.68425
Apocalypse Now,Francis Ford Coppola,Drama|War,1100,7.8,1979,94643451.0788001,250794662.469905
Mad Max,George Miller,Adventure|Action|Thriller|Science Fiction,667,6.5,1979,1201821.60100063,300455400.25015897
Star Trek: The Motion Picture,Robert Wise,Science Fiction|Adventure|Mystery,304,6.0,1979,105159390.087555,417633006.347721
Moonraker,Lewis Gilbert,Action|Adventure|Thriller|Science Fiction,299,5.7,1979,102154836.085054,631857706.726084
Life of Brian,Terry Jones,Comedy,716,7.5,1979,12018216.0100063,60226630.5038547
Beneath the Valley of the Ultra-Vixens,Russ Meyer,Comedy,12,5.0,1979,718088.40659788,0.0
The Warriors,Walter Hill,Action|Adventure|Crime|Drama|Thriller,206,7.0,1979,0.0,67572536.6938669
Rocky II,Sylvester Stallone,Drama,504,6.8,1979,21031878.017511103,601458110.0574138
Caligola,Tinto Brass,Drama|History|Romance,65,5.3,1979,52579695.04377779,70421097.25711259
Manhattan,Woody Allen,Comedy|Drama|Romance,310,7.7,1979,0.0,120022257.73605
Phantasm,Don Coscarelli,Horror|Science Fiction,50,6.1,1979,901366.200750477,36020002.51781621
Hair,MiloÅ¡ Forman,Drama|Comedy|History|Music,59,7.0,1979,33050094.027517494,0.0
The Amityville Horror,Stuart Rosenberg,Drama|Horror|Thriller,81,6.2,1979,0.0,259689611.544217
Escape from Alcatraz,Don Siegel,Crime|Drama,273,7.1,1979,24036432.0200127,129195822.107568
All That Jazz,Bob Fosse,Drama|Music,42,6.8,1979,0.0,113643277.115123
Nosferatu: Phantom der Nacht,Werner Herzog,Drama|Horror,55,7.3,1979,0.0,0.0
The Black Hole,Gary Nelson,Adventure|Family|Science Fiction|Action,54,5.8,1979,60091080.0500318,107688927.106815
Being There,Hal Ashby,Comedy|Drama,89,7.6,1979,0.0,90669961.4605858
Meatballs,Ivan Reitman,Comedy,37,5.6,1979,0.0,0.0
The Villain,Hal Needham,Comedy|Western,21,5.9,1979,0.0,0.0
Salem's Lot,Tobe Hooper,Mystery|Horror|Thriller,60,5.9,1979,12018216.0100063,0.0
The Concorde... Airport '79,David Lowell Rich,Action|Drama|Thriller,23,4.7,1979,42063756.03502221,39106337.4757119
Kramer vs. Kramer,Robert Benton,Drama,240,7.3,1979,24036432.0200127,319263908.305819
The China Syndrome,James Bridges,Thriller|Drama,35,6.0,1979,0.0,155390626.572696
The Jerk,Carl Reiner,Comedy,136,7.0,1979,0.0,222221077.48714703
1941,Steven Spielberg,Action|Comedy,62,5.4,1979,105159390.087555,95411841.7285079
...And Justice for All,Norman Jewison,Crime|Drama|Mystery|Thriller,48,6.7,1979,0.0,100051648.283303
Time After Time,Nicholas Meyer,Adventure|Drama|Comedy|Science Fiction|Thriller,29,6.4,1979,0.0,0.0
Breaking Away,Peter Yates,Drama|Comedy,34,7.2,1979,6910474.20575366,60091080.0500318
Quadrophenia,Franc Roddam,Drama|Music,30,7.3,1979,0.0,0.0
Tess,Roman Polanski,Drama|Romance,33,6.4,1979,0.0,0.0
The Frisco Kid,Robert Aldrich,Western|Comedy,16,5.9,1979,0.0,0.0
The First Great Train Robbery,Michael Crichton,Thriller|Adventure|Drama|Crime,38,6.3,1979,18027324.0150095,0.0
10,Blake Edwards,Comedy|Romance,27,5.3,1979,0.0,0.0
The Black Stallion,Carroll Ballard,Adventure|Family,28,6.8,1979,8112295.80675429,113571068.668781
The Electric Horseman,Sydney Pollack,Drama|Comedy|Western|Romance,11,4.8,1979,0.0,185687359.33053705
The Bugs Bunny/Road Runner Movie,Chuck Jones,Comedy|Animation|Family,10,6.0,1979,0.0,0.0
All Quiet on the Western Front,Delbert Mann,Drama|History|War,19,6.1,1979,0.0,0.0
The Apple Dumpling Gang Rides Again,Vincent McEveety,Comedy|Family|Western,10,6.7,1979,0.0,0.0
Meteor,Ronald Neame,Action|Science Fiction|Thriller,14,4.5,1979,0.0,0.0
Scum,Alan Clarke,Crime|Drama,11,7.1,1979,1261912.68105066,0.0
Hardcore,Paul Schrader,Crime|Drama|Thriller,16,6.1,1979,0.0,0.0
Hanover Street,Peter Hyams,Drama|Romance|War,10,5.5,1979,0.0,0.0
Love at First Bite,Stan Dragoti,Romance|Comedy|Horror,13,6.0,1979,0.0,131854852.399782
The Brood,David Cronenberg,Horror|Thriller|Science Fiction,47,6.1,1979,4071170.67338965,0.0
Stridulum,Giulio Paradisi,Science Fiction|Horror,11,3.0,1979,2403643.20200127,0.0
Richard Pryor: Live in Concert,Jeff Margolis,Comedy,14,7.0,1979,0.0,0.0
When a Stranger Calls,Fred Walton,Horror|Thriller,16,6.0,1979,0.0,0.0
The Onion Field,Harold Becker,Crime|Drama,10,5.1,1979,0.0,0.0
The Wanderers,Philip Kaufman,Drama,14,7.5,1979,0.0,0.0
Over the Edge,Jonathan Kaplan,Crime|Drama,12,7.1,1979,0.0,0.0
Tourist Trap,David Schmoeller,Horror|Mystery|Thriller,24,6.9,1979,0.0,0.0
Rock 'n' Roll High School,Allan Arkush,Comedy|Music,17,6.2,1979,901366.200750477,0.0
Norma Rae,Martin Ritt,Drama,13,5.8,1979,0.0,66785226.3676053
Dracula,John Badham,Horror|Romance,19,6.1,1979,0.0,0.0
The Champ,Franco Zeffirelli,Drama|Family,12,7.1,1979,0.0,0.0
The Terminator,James Cameron,Action|Thriller|Science Fiction,2692,7.1,1984,13433869.0508425,164504443.46209198
Indiana Jones and the Temple of Doom,Steven Spielberg,Adventure|Action,1735,6.9,1984,58773177.09743621,698980999.051652
Ghostbusters,Ivan Reitman,Fantasy|Action|Comedy|Science Fiction|Family,1383,7.2,1984,62971261.1758245,619663378.727216
Gremlins,Joe Dante,Fantasy|Horror|Comedy,844,6.8,1984,23089462.4311356,321327866.588246
The Neverending Story,Wolfgang Petersen,Drama|Family|Fantasy|Adventure,484,6.8,1984,56674135.0582421,42314185.4520434
Beverly Hills Cop,Martin Brest,Action|Comedy|Crime,535,6.5,1984,31485630.5879122,664053942.8615558
Once Upon a Time in America,Sergio Leone,Drama|Crime,562,7.9,1984,62971261.1758245,0.0
Amadeus,MiloÅ¡ Forman,Drama|History|Music,560,7.5,1984,37782756.7054947,109093572.775256
The Karate Kid,John G. Avildsen,Drama,475,6.7,1984,16792336.3135532,190625674.054874
A Nightmare on Elm Street,Wes Craven,Horror,625,7.1,1984,3778275.67054947,53535044.97617371
Conan the Destroyer,Richard Fleischer,Adventure|Fantasy|Action,193,5.9,1984,37782756.7054947,65158536.44713621
2010,Peter Hyams,Thriller|Science Fiction,156,6.4,1984,58773177.09743621,84802677.4540635
Dune,David Lynch,Action|Science Fiction|Adventure,294,6.5,1984,83961681.56776609,64914323.40108621
Romancing the Stone,Robert Zemeckis,Action|Adventure|Comedy|Romance,245,6.3,1984,20990420.391941506,181718766.989121
Police Academy,Hugh Wilson,Comedy|Crime,270,6.3,1984,9445689.17637368,170439892.042069
Red Dawn,John Milius,Action|Thriller,110,6.5,1984,0.0,80553880.5200082
Star Trek III: The Search for Spock,Leonard Nimoy,Science Fiction|Action|Adventure|Thriller,239,6.1,1984,37782756.7054947,182616657.40989095
Moscow on the Hudson,Paul Mazursky,Comedy|Drama|Romance,24,6.0,1984,0.0,52685955.18377321
Footloose,Herbert Ross,Drama|Family|Music|Romance,282,6.0,1984,17212144.721392002,167997673.421803
Friday the 13th: The Final Chapter,Joseph Zito,Horror|Thriller,100,5.7,1984,0.0,67.1693452542128
Repo Man,Alex Cox,Comedy|Drama|Science Fiction,54,6.3,1984,3148563.05879122,4827796.69014655
Nineteen Eighty-Four,Michael Radford,Drama|Romance|Science Fiction,135,6.5,1984,0.0,0.0
Supergirl,Jeannot Szwarc,Adventure|Fantasy|Action|Science Fiction,44,4.0,1984,73466471.3717953,0.0
The Adventures of AndrÃ© and Wally B.,Alvy Ray Smith,Animation,32,5.3,1984,0.0,0.0
Starman,John Carpenter,Action|Adventure|Drama|Romance|Science Fiction,91,6.3,1984,46178924.8622713,60335611.6335626
Bachelor Party,Neal Israel,Comedy,67,5.9,1984,12594252.2351649,80678668.56923829
This Is Spinal Tap,Rob Reiner,Comedy|Music,185,7.5,1984,0.0,9941487.10411542
Tightrope,Richard Tuggle,Mystery|Thriller|Crime|Drama,27,6.0,1984,0.0,101055396.238264
Cheech & Chong's The Corsican Brothers,Tommy Chong,Comedy,10,4.4,1984,0.0,0.0
Sixteen Candles,John Hughes,Comedy|Romance,223,6.7,1984,13643773.2547619,49717966.4144877
The Killing Fields,Roland JoffÃ©,War|Drama|History,78,7.2,1984,30226205.364395697,72837369.5812705
Night of the Comet,Thom Eberhardt,Action|Comedy|Horror|Science Fiction|Thriller,36,5.7,1984,6297126.11758245,30265923.4378614
The Woman in Red,Gene Wilder,Comedy|Romance,40,6.0,1984,53105763.591612,0.0
The Ewok Adventure,John Korty,Adventure|Science Fiction,34,5.8,1984,0.0,0.0
The Last Starfighter,Nick Castle,Adventure|Science Fiction|Action,101,6.1,1984,31485630.5879122,60312383.63435689
A Christmas Carol,Clive Donner,TV Movie|Fantasy|Drama|Comedy|Family,29,6.6,1984,0.0,0.0
Sheena,John Guillermin,Adventure|Fantasy|Action|Comedy|Science Fiction,10,4.8,1984,52476050.97985379,12129005.8643036
Blood Simple,Joel Coen,Crime|Drama|Thriller,128,7.0,1984,3148563.05879122,0.0
Splash,Ron Howard,Comedy|Fantasy|Romance,147,6.1,1984,16792336.3135532,146557915.298616
"Paris, Texas",Wim Wenders,Drama,146,7.4,1984,3666950.87695877,4580082.44197513
Body Double,Brian De Palma,Mystery|Thriller,58,6.1,1984,20990420.391941506,18475642.0864645
The Adventures of Buckaroo Banzai Across the 8th Dimension,W.D. Richter,Comedy|Science Fiction,47,6.2,1984,0.0,0.0
City Heat,Richard Benjamin,Action|Comedy|Crime,24,5.2,1984,52476050.97985379,80496137.972552
Dreamscape,Joseph Ruben,Adventure|Horror|Science Fiction|Thriller,23,5.8,1984,0.0,25493220.3041176
The Bounty,Roger Donaldson,Action|Drama|History,50,6.0,1984,18051761.5370697,0.0
The Cotton Club,Francis Ford Coppola,Music|Drama|Crime|Romance,37,6.1,1984,121744438.27326,54425475.40153621
Trancers,Charles Band,Horror|Science Fiction|Crime,15,5.6,1984,0.0,0.0
The Muppets Take Manhattan,Frank Oz,Romance|Comedy|Family,52,6.1,1984,16792336.3135532,0.0
Top Secret!,Jim Abrahams|David Zucker|Jerry Zucker,Comedy,117,6.8,1984,18891378.352747306,42942915.7121273
Against All Odds,Taylor Hackford,Action|Adventure|Crime|Drama|Mystery,14,5.4,1984,0.0,0.0
Blame It on Rio,Stanley Donen,Comedy|Romance,19,6.1,1984,0.0,0.0
Stranger Than Paradise,Jim Jarmusch,Comedy|Drama,51,6.9,1984,0.0,0.0
"Greystoke: The Legend of Tarzan, Lord of the Apes",Hugh Hudson,Adventure|Drama|Action|Romance,54,6.2,1984,0.0,96259051.5940335
Birdy,Alan Parker,Drama|History,49,6.8,1984,0.0,0.0
Purple Rain,Albert Magnoli,Drama|Music|Romance,39,6.9,1984,15113102.6821978,143559733.908638
Falling in Love,Ulu Grosbard,Drama|Romance,29,6.0,1984,0.0,23360358.4995879
Missing in Action,Joseph Zito,Action|Adventure|Thriller|War,50,5.1,1984,5352557.19994508,47884209.7043751
All of Me,Carl Reiner,Fantasy|Comedy|Science Fiction|Romance,34,6.2,1984,0.0,0.0
The Natural,Barry Levinson,Drama,74,6.8,1984,58773177.09743621,100653219.783555
Revenge of the Nerds,Jeff Kanew,Comedy,82,6.6,1984,0.0,0.0
Children of the Corn,Fritz Kiersch,Drama|Fantasy|Horror|Thriller,106,5.6,1984,1679233.63135532,29386588.548718106
Frankenweenie,Tim Burton,Comedy|Family,53,6.6,1984,0.0,0.0
The Toxic Avenger,Lloyd Kaufman|Michael Herz,Science Fiction|Action|Comedy|Horror,51,6.2,1984,0.0,0.0
The Hills Have Eyes Part II,Wes Craven,Horror,14,4.1,1984,1469329.4274359,0.0
A Passage to India,David Lean,Drama|Adventure|History,23,6.7,1984,16792336.3135532,57068026.594023
Streets of Fire,Walter Hill,Action|Thriller|Music,48,6.7,1984,30436109.5683152,16979759.7772328
Stop Making Sense,Jonathan Demme,Documentary|Music,23,8.4,1984,2518850.44703298,10450966.5878686
Savage Streets,Danny Steinmann,Horror|Action|Crime|Thriller,18,6.2,1984,0.0,0.0
Cloak & Dagger,Richard Franklin,Adventure|Action|Family,20,6.1,1984,0.0,0.0
Johnny Dangerously,Amy Heckerling,Action|Comedy|Thriller|Crime,21,6.5,1984,0.0,0.0
Cannonball Run II,Hal Needham,Action|Adventure|Comedy,37,5.6,1984,0.0,58937055.60656221
Breakin',Joel Silberg,Music,11,5.5,1984,0.0,0.0
Rhinestone,Bob Clark,Comedy,15,5.3,1984,58773177.09743621,0.0
Crimes of Passion,Ken Russell,Drama|Thriller|Romance,15,6.3,1984,0.0,0.0
Breakin' 2: Electric Boogaloo,Sam Firstenberg,Drama|Music,10,5.6,1984,0.0,0.0
"Silent Night, Deadly Night",Charles E. Sellier Jr.,Thriller|Horror,31,4.9,1984,2235479.77174177,0.0
Suburbia,Penelope Spheeris,Drama|Music,10,5.9,1984,0.0,0.0
Hot Dog... The Movie,Peter Markle,Comedy,12,4.4,1984,0.0,0.0
The Philadelphia Experiment,Stewart Raffill,Adventure|Drama|Fantasy|Romance|Science Fiction,49,5.8,1984,0.0,0.0
Tank,Marvin J. Chomsky,Action|Adventure|Comedy|Drama|Thriller,15,6.0,1984,0.0,29669701.0418385
A Soldier's Story,Norman Jewison,Drama|Mystery|War,25,5.6,1984,0.0,0.0
Firestarter,Mark L. Lester,Fantasy|Drama|Horror|Action|Thriller,68,5.9,1984,0.0,0.0
Threads,Mick Jackson,Drama|Science Fiction,13,6.3,1984,0.0,0.0
Bolero,John Derek,Drama|Romance,10,4.5,1984,14693294.274359,0.0
Rats - Notte di terrore,Bruno Mattei|Claudio Fragasso,Horror|Science Fiction,11,4.4,1984,0.0,0.0
Runaway,Michael Crichton,Thriller|Crime|Science Fiction,31,4.7,1984,0.0,0.0
C.H.U.D.,Douglas Cheek,Horror|Science Fiction,22,4.5,1984,2623802.54899269,7162974.66162392
Ghoulies,Luca Bercovici,Comedy|Horror|Fantasy,22,3.6,1984,2099042.03919415,73466471.3717953
Places in the Heart,Robert Benton,Drama|Family,13,5.7,1984,0.0,0.0
Best Defense,Willard Huyck,Action|Comedy,10,3.8,1984,37782756.7054947,40438678.7957711
The Pope of Greenwich Village,Stuart Rosenberg,Drama|Action|Comedy|Crime,13,5.9,1984,0.0,0.0
Airwolf: The Movie,Donald P. Bellisario,Adventure|Action|Thriller|Science Fiction,12,4.9,1984,0.0,0.0
The Ice Pirates,Stewart Raffill,Action|Science Fiction|Comedy,22,5.0,1984,18891378.352747306,0.0
Razorback,Russell Mulcahy,Horror,13,5.6,1984,11544731.2155678,1681332.67339451
The Lonely Guy,Arthur Hiller,Comedy|Romance,13,6.2,1984,0.0,0.0
Forbrydelsens element,Lars von Trier,Crime|Drama|Science Fiction|Thriller,15,5.7,1984,0.0,0.0
Broadway Danny Rose,Woody Allen,Comedy,41,6.6,1984,16792336.3135532,22250888.8393514
Gwendoline,Just Jaeckin,Adventure|Fantasy|Thriller,11,3.9,1984,0.0,2806994.34392132
Ninja III: The Domination,Sam Firstenberg,Horror|Action,10,4.8,1984,0.0,0.0
The Times of Harvey Milk,Rob Epstein,Documentary,11,6.3,1984,0.0,0.0
Beat Street,Stan Lathan,Music|Family|Drama,11,6.5,1984,0.0,0.0
Electric Dreams,Steve Barron,Comedy,11,5.6,1984,0.0,0.0
The Hit,Stephen Frears,Drama|Action|Thriller|Crime,13,6.3,1984,0.0,0.0
Under the Volcano,John Huston,Drama,11,6.4,1984,0.0,0.0
The Company of Wolves,Neil Jordan,Fantasy|Horror|Science Fiction,14,6.6,1984,4198084.0783883,0.0
Return of the Jedi,Richard Marquand,Adventure|Action|Science Fiction,3101,7.8,1983,70824243.1274759,1253818981.11608
Scarface,Brian De Palma,Action|Crime|Drama|Thriller,1741,7.8,1983,54732799.9439536,144242170.746632
Never Say Never Again,Irvin Kershner,Adventure|Action|Thriller,183,5.8,1983,78815231.9192932,350289919.641303
Octopussy,John Glen,Adventure|Action|Thriller,289,5.9,1983,60206079.9383489,402176613.988171
A Christmas Story,Bob Clark,Comedy|Family,186,7.1,1983,0.0,42240900.945673294
Superman III,Richard Lester,Comedy|Action|Adventure|Fantasy|Science Fiction,239,4.7,1983,85383167.91256759,165949849.430067
Trading Places,John Landis,Comedy|Drama,353,6.9,1983,88886067.1089806,197913804.597336
WarGames,John Badham,Thriller|Science Fiction,257,6.8,1983,26271743.9730977,174198447.996724
National Lampoon's Vacation,Harold Ramis,Comedy|Adventure|Romance,201,6.9,1983,32839679.966372106,134422775.850575
Jaws 3,Joe Alves,Horror,124,4.2,1983,44880895.9540419,192631115.158905
The Meaning of Life,Terry Jones|Terry Gilliam,Comedy,293,6.9,1983,0.0,0.0
Terms of Endearment,James L. Brooks,Drama|Comedy,74,6.3,1983,17514495.9820651,0.0
Private School,Noel Black,Comedy|Romance,12,4.5,1983,0.0,0.0
Sudden Impact,Clint Eastwood,Action|Crime|Thriller,78,6.6,1983,48164863.9506791,148090959.34557
Risky Business,Paul Brickman,Comedy|Romance,164,6.3,1983,13573734.3861004,139112774.744972
The Right Stuff,Philip Kaufman,Drama|History,120,7.2,1983,59111423.9394698,47070207.9518001
Breathless,Jim McBride,Action|Drama|Romance|Thriller,32,5.8,1983,0.0,43589206.2539886
Yellowbeard,Mel Damski,Comedy|Adventure,18,5.9,1983,0.0,9414041.59036002
Mickey's Christmas Carol,Burny Mattinson,Family|Animation,89,7.4,1983,6567935.99327443,45975551.952921
Still Smokin,Tommy Chong,Comedy,12,5.3,1983,0.0,34028476.381154805
The Hunger,Tony Scott,Horror|Thriller|Romance,47,6.5,1983,0.0,13090535.7136992
Christine,John Carpenter,Mystery|Drama|Horror|Thriller,176,6.4,1983,0.0,46413414.3524726
The Outsiders,Francis Ford Coppola,Crime|Drama,134,6.8,1983,21893119.9775814,56260166.8912535
Porky's II: The Next Day,Bob Clark,Comedy,25,4.9,1983,14230527.9854279,73909566.08930859
Under Fire,Roger Spottiswoode,War|Drama,16,7.2,1983,0.0,0.0
The Man with Two Brains,Carl Reiner,Comedy|Romance|Science Fiction,50,5.9,1983,22112051.1773572,0.0
The Day After,Nicholas Meyer,Science Fiction|Drama,39,6.7,1983,0.0,0.0
Cujo,Lewis Teague,Horror|Thriller,73,5.8,1983,10946559.9887907,0.0
Yentl,Barbra Streisand,Music|Drama|Romance,28,6.2,1983,26271743.9730977,66555084.7318475
Blue Thunder,John Badham,Science Fiction|Action|Thriller|Crime|Drama,50,5.8,1983,48164863.9506791,92637133.5775875
The Dead Zone,David Cronenberg,Thriller|Horror|Science Fiction,128,6.5,1983,21893119.9775814,45464601.56163621
Valley Girl,Martha Coolidge,Comedy|Romance,27,5.9,1983,766259.19921535,0.0
All the Right Moves,Michael Chapman,Romance|Drama,37,5.3,1983,0.0,37728777.0831577
Zelig,Woody Allen,Comedy,73,7.1,1983,0.0,25830851.5657412
Gorky Park,Michael Apted,Thriller|Crime|Drama,21,6.2,1983,0.0,35413439.5295606
Screwballs,Rafal Zielinski,Comedy,12,5.2,1983,0.0,0.0
Flashdance,Adrian Lyne,Drama|Music|Romance,149,6.1,1983,8757247.99103257,203433504.57402
Silkwood,Mike Nichols,Drama|Thriller,29,6.2,1983,0.0,0.0
Curse of the Pink Panther,Blake Edwards,Comedy,13,4.3,1983,0.0,9834358.84356161
Smokey and the Bandit Part 3,Dick Lowry,Action|Comedy|Crime,22,4.8,1983,0.0,12432993.3696686
Amityville 3-D,Richard Fleischer,Horror|Thriller,15,3.9,1983,0.0,13865208.438922
Twilight Zone: The Movie,John Landis|Steven Spielberg|George Miller|Joe Dante,Drama|Fantasy|Horror|Science Fiction|Thriller,63,6.0,1983,21893119.9775814,64477250.3117032
To Be or Not to Be,Alan Johnson,Comedy,25,7.2,1983,0.0,28527203.843556106
Educating Rita,Lewis Gilbert,Drama|Comedy|Romance,20,5.2,1983,0.0,0.0
Krull,Peter Yates,Fantasy|Action|Adventure,52,5.8,1983,59.1114239394699,0.0
Rumble Fish,Francis Ford Coppola,Action|Adventure|Crime|Drama|Romance,60,6.3,1983,21893119.9775814,5461194.99216773
Staying Alive,Sylvester Stallone,Drama|Action|Music|Romance,46,4.8,1983,48164863.9506791,142070300.99756002
Lone Wolf McQuade,Steve Carver,Action|Thriller|Drama|Western|Crime,27,5.2,1983,10946559.9887907,26781039.2445122
The Big Chill,Lawrence Kasdan,Comedy|Drama,50,6.3,1983,0.0,0.0
Psycho II,Richard Franklin,Horror|Mystery|Thriller,43,6.0,1983,10946559.9887907,76023859.1221515
Losin' It,Curtis Hanson,Comedy,13,4.5,1983,0.0,0.0
V,Kenneth Johnson,Drama|Science Fiction|Action|Adventure,19,6.5,1983,0.0,0.0
Videodrome,David Cronenberg,Horror|Mystery|Science Fiction,180,6.8,1983,13030785.010656403,4642302.54321428
Two of a Kind,John Herzfeld,Fantasy|Comedy|Science Fiction|Romance,12,4.8,1983,0.0,51770555.7240109
The Osterman Weekend,Sam Peckinpah,Action|Drama|Thriller,18,6.1,1983,0.0,14201622.4991215
Deathstalker,James Sbardellati,Action|Fantasy,10,3.8,1983,0.0,19464483.3387883
Michael Jackson's Thriller,John Landis,Horror|Music,30,8.1,1983,2408243.19753395,0.0
Local Hero,Bill Forsyth,Comedy|Drama,29,7.3,1983,0.0,0.0
Never Cry Wolf,Carroll Ballard,Action|Adventure|Drama,12,6.1,1983,0.0,0.0
Fire and Ice,Ralph Bakshi,Animation|Fantasy|Science Fiction,20,6.1,1983,2627174.39730977,1665810.28079021
Rock & Rule,Clive A. Smith,Action|Adventure|Animation|Fantasy|Science Fiction,14,6.1,1983,17514495.9820651,0.0
The Star Chamber,Peter Hyams,Action|Crime|Drama|Thriller,15,5.1,1983,0.0,0.0
Bad Boys,Rick Rosenthal,Crime|Drama|Thriller,28,6.2,1983,0.0,20121570.3059235
Brainstorm,Douglas Trumbull,Science Fiction|Thriller,28,6.2,1983,32839679.966372106,22373586.3886094
Class,Lewis John Carlino,Comedy|Drama,17,6.4,1983,0.0,0.0
Strange Brew,Rick Moranis|Dave Thomas,Comedy,25,5.7,1983,0.0,0.0
Acqua e sapone,Carlo Verdone,Drama|Family,21,6.1,1983,0.0,0.0
The Keep,Michael Mann,Drama|Foreign|Horror,16,5.3,1983,13135871.9865488,8016728.53297487
Eddie and the Cruisers,Martin Davidson,Drama|Music,17,6.9,1983,0.0,10257139.0727606
Mr. Mom,Stan Dragoti,Comedy|Drama|Family,31,6.1,1983,0.0,141832009.711788
BMX Bandits,Brian Trenchard-Smith,Adventure|Crime|Drama,13,7.0,1983,2146368.64292211,0.0
Something Wicked This Way Comes,Jack Clayton,Fantasy|Mystery|Thriller,16,6.3,1983,41596927.9574047,12382939.1294638
Sleepaway Camp,Robert Hiltzik,Horror,42,6.3,1983,766259.19921535,0.0
Meantime,Mike Leigh,TV Movie|Comedy|Drama,11,5.5,1983,0.0,0.0
The House on Sorority Row,Mark Rosman,Horror|Mystery|Thriller,11,5.5,1983,930457.5990472108,23217623.0858571
Metalstorm: The Destruction of Jared-Syn,Charles Band,Fantasy|Science Fiction,10,2.7,1983,0.0,0.0
Hercules,Luigi Cozzi,Action|Fantasy,10,3.1,1983,0.0,23373519.6145935
Uncommon Valor,Ted Kotcheff,Action|Adventure|Drama|Thriller,20,6.1,1983,0.0,61081804.73745219
Eddie Murphy: Delirious,Bruce Gowers,Comedy,65,7.3,1983,0.0,0.0
Spacehunter: Adventures in the Forbidden Zone,Lamont Johnson,Adventure|Science Fiction,17,5.1,1983,32839679.966372106,36123647.9630093
Se7en,David Fincher,Crime|Mystery|Thriller,3535,7.9,1995,47221906.6145298,468372425.440186
Toy Story,John Lasseter,Animation|Comedy|Family,3141,7.5,1995,42929006.013208896,517950958.475917
The Usual Suspects,Bryan Singer,Drama|Crime|Thriller,1942,8.0,1995,8585801.20264179,33401010.4343242
Braveheart,Mel Gibson,Action|Drama|History|War,2205,7.5,1995,103029614.431701,300503042.092462
